UA Analyst / Data Scientist (Game Department),https://hh.ru/vacancy/36751860?query=Data,Wowmaking
Python developer / data scientist,https://hh.ru/vacancy/36748770?query=Data,Flocktory
Аналитик в отдел клиентоцентричных стратегий,https://hh.ru/vacancy/35563326?query=Data,"Лента, федеральная розничная сеть, Офис"
Customs specialist 1 - Customs operations,https://hh.ru/vacancy/36620980?query=Data,Cytiva
Руководитель IT-отдела,https://hh.ru/vacancy/36545867?query=Data,Loder
Product Owner СЕД «Продажі та маркетинг»,https://hh.ru/vacancy/36792974?query=Data,Vodafone Украина
Провідний аналітик відділу аналізу даних комерційного обліку,https://hh.ru/vacancy/36623246?query=Data,Укрэнерго
Руководитель разработки / Team Lead,https://hh.ru/vacancy/36749263?query=Data,Mojo
Senior Data Scientist (Deep Learning),https://hh.ru/vacancy/35304556?query=Data,Сбербанк для руководителей
Lead Data Scientist,https://hh.ru/vacancy/36741488?query=Data,Kelly Services
Разработчик Python/Data Engineer,https://hh.ru/vacancy/32260229?query=Data,Информационное агентство России ТАСС
Руководитель локальной группы Data Science в г. Москва,https://hh.ru/vacancy/36672688?query=Data,ТОО Business and Technology Services
Data engineer,https://hh.ru/vacancy/36562651?query=Data,Епіцентр К
Технический дизайнер,https://hh.ru/vacancy/36766814?query=Data,ООО Атлас
Python developer (Middle / Senior),https://hh.ru/vacancy/36633468?query=Data,Big Data Solutions
Trade Marketing Analyst,https://hh.ru/vacancy/36611112?query=Data,JUUL Labs
Маркетинговый аналитик / Web-аналитик,https://hh.ru/vacancy/36241358?query=Data,Центр онлайн-обучения „Нетология-групп“
Influencers Management,https://hh.ru/vacancy/36715405?query=Data,ООО Bigo Technology
Deep Learning / Computer Vision инженер,https://hh.ru/vacancy/35973849?query=Data,БСВТ-Новые технологии
Research economist (secondment program),https://hh.ru/vacancy/36672915?query=Data,Національний банк України
QA Engineer,https://hh.ru/vacancy/36758169?query=Data,SIBERS
E-Com Lead,https://hh.ru/vacancy/36641461?query=Data,Reckitt Benсkiser / Реккітт Бенкізер Україна
Data analyst / Аналитик данных,https://hh.ru/vacancy/36651313?query=Data,ООО IQnergy
Market Research Specialist,https://hh.ru/vacancy/36612620?query=Data,Nestle Ukraine
Разработчик DWH/BI,https://hh.ru/vacancy/36571782?query=Data,РТС-Тендер
Team Lead of Programmatic Advertising,https://hh.ru/vacancy/36620198?query=Data,Karuna
ML Разработчик / Data scientist (Центр искусственного интеллекта),https://hh.ru/vacancy/36757081?query=Data,"ПАО «МТС»,IT"
Senior Data Scientist / Machine Learning Developer,https://hh.ru/vacancy/36006020?query=Data,CoolRocket Team
Data Scientist,https://hh.ru/vacancy/36476804?query=Data,GFAIVE
Программист-аналитик (data miner),https://hh.ru/vacancy/36548274?query=Data,ООО Спейсмейкерс
Senior Account Manager,https://hh.ru/vacancy/36534100?query=Data,First data
Front End Developer,https://hh.ru/vacancy/36672679?query=Data,Національний банк України
Spark data engineer,https://hh.ru/vacancy/36354015?query=Data,ООО РАБЛЗ
Account assistant,https://hh.ru/vacancy/36534160?query=Data,First data
Data Analyst (Marketing),https://hh.ru/vacancy/34382120?query=Data,ООО Melsoft Games
Аналитик данных,https://hh.ru/vacancy/32265417?query=Data,ООО Фаззи Лоджик Лабс
Junior Finance Controller,https://hh.ru/vacancy/35786606?query=Data,LeasePlan Russia
Product Manager – Data Transfer,https://hh.ru/vacancy/36026535?query=Data,Secnet
Data Analyst,https://hh.ru/vacancy/36802077?query=Data,ООО Спатлайт
Senior ML-инженер Speech-to-Text (распознавание речи),https://hh.ru/vacancy/36758741?query=Data,ТОО Re:point
Database Expert,https://hh.ru/vacancy/36779533?query=Data,ООО IberKyrgyz Wealth Group
Business development manager,https://hh.ru/vacancy/35248193?query=Data,MEGOGO.NET
Business Analyst,https://hh.ru/vacancy/36785319?query=Data,Метинвест Холдинг
Big Data Developer,https://hh.ru/vacancy/35533560?query=Data,Частная Компания «Qosil Limited»
Financial controller (planning & analysis),https://hh.ru/vacancy/36804019?query=Data,SC Johnson
Backend разработчик,https://hh.ru/vacancy/36744869?query=Data,ТОО MN Partners
Senior Python Developer,https://hh.ru/vacancy/35095020?query=Data,УП Руна Системс
Junior R&D Specialist,https://hh.ru/vacancy/36799102?query=Data,BINATOMIC / БИНАТОМИК
Support Manager,https://hh.ru/vacancy/36095228?query=Data,APALON
Technical Lead Golang Developer,https://hh.ru/vacancy/33656628?query=Data,SoftSwiss
Lead QA Automation Engineer (Product Company),https://hh.ru/vacancy/36488657?query=Data,Profitero
Operations Director,https://hh.ru/vacancy/36763017?query=Data,Mindy Support
Менеджер по активным продажам,https://hh.ru/vacancy/36594413?query=Data,ООО Проект Дилбай
Data scientist,https://hh.ru/vacancy/35546587?query=Data,ООО РАБЛЗ
Junior Motion Designer (Стажёр),https://hh.ru/vacancy/33948829?query=Data,Wowmaking
Младший менеджер по анализу данных о потребителе/ Insights Analyst Social & Business Data,https://hh.ru/vacancy/36431031?query=Data,Unilever
Руководитель группы продуктовой аналитики (Big Data),https://hh.ru/vacancy/36414449?query=Data,ООО Ростелеком Информационные Технологии
Product Manager (Pfizer Oncology),https://hh.ru/vacancy/36647613?query=Data,Staff Service
Анализ данных,https://hh.ru/vacancy/36519860?query=Data,Центральный банк Российской Федерации
Руководитель разработки / Team Lead,https://hh.ru/vacancy/36749264?query=Data,Mojo
Data Analyst / Игровой аналитик / Game Development,https://hh.ru/vacancy/36613113?query=Data,Craft Games - разработка и продвижение игр для мобильных устройств
C++ developer (gamedev)\ Senior,https://hh.ru/vacancy/35831747?query=Data,DATA SAKURA
